ip,timestamp,endpoint,status_code,response_time_ms,user_agent,is_attack,attack_type
10.0.1.142,2025-05-12 10:06:20.763842,/docs,200,129,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.16,2025-05-12 10:06:20.776303,/analytics/summary,404,207,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.59,2025-05-12 10:06:21.608973,/auth/login,500,257,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.145,2025-05-12 10:06:23.644693,/analytics/requests,200,63,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.9,2025-05-12 10:06:25.109221,/users/profile,401,64,curl/7.88.1,1,credential_stuffing
203.0.1.9,2025-05-12 10:06:25.807379,/auth/login,200,46,Scrapy/2.11.0,1,credential_stuffing
172.16.1.12,2025-05-12 10:06:25.863665,/security/blocked-ips,200,64,curl/7.88.1,1,scraper
10.0.1.162,2025-05-12 10:06:25.871435,/api/keys,200,153,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.1.1.1,2025-05-12 10:06:26.961063,/api/keys,200,174,Go-http-client/1.1,0,normal
10.0.1.4,2025-05-12 10:06:27.867405,/security/rate-limits,200,147,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.146,2025-05-12 10:06:27.899101,/api/keys,200,197,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.8,2025-05-12 10:06:28.770975,/auth/login,401,56,python-requests/2.31.0,1,credential_stuffing
172.16.1.5,2025-05-12 10:06:29.346422,/security/blocked-ips,200,86,python-requests/2.31.0,1,scraper
10.0.1.28,2025-05-12 10:06:29.697989,/users/settings,201,199,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.171,2025-05-12 10:06:29.885273,/users/settings,200,240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.13,2025-05-12 10:06:30.841111,/users/profile,200,62,Scrapy/2.11.0,1,scraper
10.0.1.4,2025-05-12 10:06:30.872668,/api/keys/generate,400,176,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.95,2025-05-12 10:06:32.723869,/auth/login,200,248,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.159,2025-05-12 10:06:33.174593,/auth/login,200,137,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.8,2025-05-12 10:06:33.515887,/auth/login,401,45,Java/17.0.1,1,credential_stuffing
10.0.1.122,2025-05-12 10:06:34.289025,/analytics/requests,200,138,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.3,2025-05-12 10:06:35.208602,/users/profile,200,77,custom-bot/1.0,1,scraper
203.0.1.8,2025-05-12 10:06:35.855494,/auth/login,401,69,custom-bot/1.0,1,credential_stuffing
10.1.1.15,2025-05-12 10:06:36.221307,/auth/login,400,209,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.1,2025-05-12 10:06:36.551134,/auth/login,401,36,Go-http-client/1.1,1,bruteforce
10.0.1.82,2025-05-12 10:06:36.578146,/security/blocked-ips,200,111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.50,2025-05-12 10:06:36.612162,/api/keys/generate,200,52,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.120,2025-05-12 10:06:36.810737,/auth/login,200,182,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.8,2025-05-12 10:06:38.010914,/auth/login,401,69,Go-http-client/1.1,1,credential_stuffing
10.0.1.13,2025-05-12 10:06:38.266083,/health,500,218,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.93,2025-05-12 10:06:38.664505,/health,200,141,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.70,2025-05-12 10:06:38.895822,/api/keys/generate,200,175,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.154,2025-05-12 10:06:40.155325,/users/profile,200,134,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.113,2025-05-12 10:06:40.986385,/api/keys,200,20,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.58,2025-05-12 10:06:41.476838,/api/keys/generate,200,168,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.1,2025-05-12 10:06:41.503145,/auth/login,401,48,Go-http-client/1.1,1,bruteforce
203.0.1.8,2025-05-12 10:06:42.908996,/auth/register,401,80,Go-http-client/1.1,1,credential_stuffing
10.1.1.12,2025-05-12 10:06:43.292883,/users/profile,200,127,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.13,2025-05-12 10:06:43.453336,/users/profile,200,188,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.1,2025-05-12 10:06:43.712219,/auth/login,200,33,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:06:44.216003,/auth/login,200,37,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:06:44.838120,/auth/login,401,40,Go-http-client/1.1,1,bruteforce
172.16.1.10,2025-05-12 10:06:45.857430,/analytics/requests,200,64,axios/1.6.2,1,scraper
192.168.1.1,2025-05-12 10:06:45.922032,/auth/login,429,53,Go-http-client/1.1,1,bruteforce
10.0.1.133,2025-05-12 10:06:46.225236,/api/keys,200,97,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.1,2025-05-12 10:06:47.096940,/auth/login,401,35,Go-http-client/1.1,1,bruteforce
203.0.1.8,2025-05-12 10:06:47.769373,/auth/login,401,44,Go-http-client/1.1,1,credential_stuffing
203.0.1.8,2025-05-12 10:06:48.324198,/auth/login,401,15,Go-http-client/1.1,1,credential_stuffing
172.16.1.12,2025-05-12 10:06:48.525527,/security/rate-limits,200,81,curl/7.88.1,1,scraper
172.16.1.4,2025-05-12 10:06:48.975750,/auth/register,200,90,axios/1.6.2,1,scraper
203.0.1.8,2025-05-12 10:06:49.086938,/auth/register,429,60,Scrapy/2.11.0,1,credential_stuffing
203.0.1.8,2025-05-12 10:06:49.466638,/auth/login,401,54,Java/17.0.1,1,credential_stuffing
10.1.1.14,2025-05-12 10:06:49.614952,/api/keys/generate,200,98,python-requests/2.31.0,0,normal
10.0.1.45,2025-05-12 10:06:50.066117,/analytics/requests,200,225,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.66,2025-05-12 10:06:51.346830,/users/profile,200,169,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.1,2025-05-12 10:06:51.735811,/auth/login,429,38,Go-http-client/1.1,1,bruteforce
10.0.1.53,2025-05-12 10:06:52.003148,/auth/login,201,235,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.95,2025-05-12 10:06:52.029710,/api/keys,200,183,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.7,2025-05-12 10:06:52.539698,/health,200,103,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.1,2025-05-12 10:06:53.343898,/auth/login,200,53,Go-http-client/1.1,1,bruteforce
10.0.1.47,2025-05-12 10:06:53.404828,/users/profile,200,60,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.1,2025-05-12 10:06:54.120574,/auth/login,401,35,Go-http-client/1.1,1,bruteforce
10.0.1.138,2025-05-12 10:06:54.162296,/security/rate-limits,200,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.18,2025-05-12 10:06:55.175177,/users/settings,200,241,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.6,2025-05-12 10:06:55.764229,/auth/register,200,159,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.104,2025-05-12 10:06:56.083703,/api/keys,200,191,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.27,2025-05-12 10:06:57.235915,/auth/register,200,103,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.1,2025-05-12 10:06:57.824232,/auth/login,401,52,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:06:58.969897,/auth/register,401,52,Go-http-client/1.1,1,bruteforce
203.0.1.8,2025-05-12 10:06:59.123111,/auth/register,200,58,Java/17.0.1,1,credential_stuffing
10.0.1.108,2025-05-12 10:07:00.186818,/users/profile,200,186,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.89,2025-05-12 10:07:00.450580,/analytics/summary,200,269,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.8,2025-05-12 10:07:01.623270,/users/profile,401,28,Go-http-client/1.1,1,credential_stuffing
10.0.1.132,2025-05-12 10:07:02.700798,/auth/register,200,69,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.8,2025-05-12 10:07:02.976950,/auth/login,401,46,Go-http-client/1.1,1,credential_stuffing
10.0.1.23,2025-05-12 10:07:04.238043,/auth/login,400,293,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.98,2025-05-12 10:07:05.254416,/analytics/summary,200,204,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.8,2025-05-12 10:07:05.268584,/analytics/requests,200,40,PostmanRuntime/7.36.0,1,scraper
203.0.1.8,2025-05-12 10:07:05.709991,/auth/login,401,59,Scrapy/2.11.0,1,credential_stuffing
10.0.1.131,2025-05-12 10:07:05.857041,/security/rate-limits,200,255,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.11,2025-05-12 10:07:05.891227,/api/v1/data,200,50,PostmanRuntime/7.36.0,1,scraper
10.0.1.160,2025-05-12 10:07:05.916642,/api/keys,200,149,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.6,2025-05-12 10:07:06.380707,/docs,200,173,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.1,2025-05-12 10:07:06.456678,/auth/login,401,19,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:07:06.713799,/auth/login,401,35,Go-http-client/1.1,1,bruteforce
10.0.1.60,2025-05-12 10:07:07.597643,/api/keys/generate,200,134,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.10,2025-05-12 10:07:07.639285,/analytics/summary,404,53,curl/7.88.1,1,scraper
203.0.1.9,2025-05-12 10:07:07.701484,/auth/register,401,68,Scrapy/2.11.0,1,credential_stuffing
10.0.1.17,2025-05-12 10:07:08.077253,/api/keys,200,128,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.15,2025-05-12 10:07:08.231919,/security/blocked-ips,200,20,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.9,2025-05-12 10:07:09.183094,/users/settings,200,159,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.121,2025-05-12 10:07:09.959112,/users/profile,200,100,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.10,2025-05-12 10:07:10.821201,/api/keys/generate,200,155,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.130,2025-05-12 10:07:11.102978,/users/settings,200,117,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.9,2025-05-12 10:07:11.151842,/auth/login,401,46,Scrapy/2.11.0,1,credential_stuffing
203.0.1.8,2025-05-12 10:07:11.333254,/auth/login,401,46,Go-http-client/1.1,1,credential_stuffing
10.0.1.58,2025-05-12 10:07:11.564882,/docs,200,100,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.8,2025-05-12 10:07:11.590758,/auth/login,403,46,custom-bot/1.0,1,credential_stuffing
10.0.1.157,2025-05-12 10:07:11.688711,/auth/register,400,120,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
203.0.1.9,2025-05-12 10:07:11.795141,/auth/login,401,62,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
203.0.1.8,2025-05-12 10:07:11.830426,/auth/login,401,40,python-requests/2.31.0,1,credential_stuffing
172.16.1.15,2025-05-12 10:07:12.159476,/api/v2/data,200,67,curl/7.88.1,1,scraper
10.0.1.75,2025-05-12 10:07:13.028575,/analytics/requests,200,95,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
172.16.1.3,2025-05-12 10:07:13.505850,/users/settings,200,68,custom-bot/1.0,1,scraper
10.0.1.73,2025-05-12 10:07:14.078788,/api/keys/generate,400,97,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.1,2025-05-12 10:07:14.693764,/auth/login,401,50,Go-http-client/1.1,1,bruteforce
203.0.1.8,2025-05-12 10:07:14.847436,/auth/register,429,79,Java/17.0.1,1,credential_stuffing
10.0.1.141,2025-05-12 10:07:15.004654,/users/settings,200,145,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.1,2025-05-12 10:07:15.390819,/auth/login,429,40,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:07:17.276074,/auth/login,401,38,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:07:17.283275,/auth/login,401,48,Go-http-client/1.1,1,bruteforce
172.16.1.11,2025-05-12 10:07:18.001600,/api/v2/data,200,60,Scrapy/2.11.0,1,scraper
192.168.1.1,2025-05-12 10:07:18.023437,/auth/login,401,47,Go-http-client/1.1,1,bruteforce
10.0.1.73,2025-05-12 10:07:18.085035,/users/settings,200,177,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.1,2025-05-12 10:07:19.078749,/auth/login,401,38,Go-http-client/1.1,1,bruteforce
10.0.1.18,2025-05-12 10:07:19.088271,/analytics/requests,200,106,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.1,2025-05-12 10:07:19.218043,/auth/login,401,24,Go-http-client/1.1,1,bruteforce
10.0.1.66,2025-05-12 10:07:19.253755,/users/profile,200,88,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.1,2025-05-12 10:07:19.257811,/auth/login,401,44,Go-http-client/1.1,1,bruteforce
203.0.1.8,2025-05-12 10:07:20.648934,/auth/register,401,35,Scrapy/2.11.0,1,credential_stuffing
10.0.1.77,2025-05-12 10:07:20.671852,/health,400,228,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.1,2025-05-12 10:07:20.894546,/auth/login,401,48,Go-http-client/1.1,1,bruteforce
10.1.1.10,2025-05-12 10:07:20.987501,/health,200,34,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.1,2025-05-12 10:07:21.544516,/auth/login,200,50,Go-http-client/1.1,1,bruteforce
203.0.1.8,2025-05-12 10:07:21.812413,/auth/login,401,16,Scrapy/2.11.0,1,credential_stuffing
203.0.1.8,2025-05-12 10:07:22.388161,/auth/register,401,43,Go-http-client/1.1,1,credential_stuffing
192.168.1.1,2025-05-12 10:07:23.006030,/auth/login,401,35,Go-http-client/1.1,1,bruteforce
203.0.1.9,2025-05-12 10:07:23.053187,/auth/login,401,28,PostmanRuntime/7.36.0,1,credential_stuffing
172.16.1.1,2025-05-12 10:07:23.722023,/security/blocked-ips,200,53,python-requests/2.31.0,1,scraper
203.0.1.9,2025-05-12 10:07:23.882541,/auth/login,401,77,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
192.168.1.1,2025-05-12 10:07:23.965244,/auth/login,401,31,Go-http-client/1.1,1,bruteforce
203.0.1.9,2025-05-12 10:07:24.050140,/auth/login,401,29,PostmanRuntime/7.36.0,1,credential_stuffing
10.0.1.159,2025-05-12 10:07:24.392474,/users/settings,200,150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.8,2025-05-12 10:07:25.154063,/auth/login,401,111,Java/17.0.1,1,credential_stuffing
203.0.1.9,2025-05-12 10:07:25.291695,/auth/login,401,56,curl/7.88.1,1,credential_stuffing
203.0.1.9,2025-05-12 10:07:25.292645,/auth/register,401,28,Scrapy/2.11.0,1,credential_stuffing
10.0.1.116,2025-05-12 10:07:25.327135,/analytics/requests,200,238,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.15,2025-05-12 10:07:25.565523,/api/keys,201,111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.6,2025-05-12 10:07:25.619590,/security/blocked-ips,200,53,PostmanRuntime/7.36.0,1,scraper
10.0.1.32,2025-05-12 10:07:25.837255,/security/rate-limits,200,108,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.1.1.16,2025-05-12 10:07:25.918191,/analytics/summary,200,170,Go-http-client/1.1,0,normal
172.16.1.7,2025-05-12 10:07:26.904852,/users/profile,200,36,curl/7.88.1,1,scraper
10.1.1.19,2025-05-12 10:07:28.493994,/auth/login,200,91,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.63,2025-05-12 10:07:28.596915,/analytics/summary,200,170,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
203.0.1.9,2025-05-12 10:07:28.847346,/auth/register,401,86,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.1.1.6,2025-05-12 10:07:29.546381,/health,200,89,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.9,2025-05-12 10:07:30.994820,/auth/login,401,36,Scrapy/2.11.0,1,credential_stuffing
203.0.1.8,2025-05-12 10:07:31.725855,/auth/register,401,41,Go-http-client/1.1,1,credential_stuffing
203.0.1.9,2025-05-12 10:07:32.164530,/auth/login,401,58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
10.0.1.15,2025-05-12 10:07:32.389870,/users/settings,200,46,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.127,2025-05-12 10:07:33.110905,/analytics/requests,200,169,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.15,2025-05-12 10:07:33.165812,/admin/config,200,44,curl/7.88.1,1,scraper
10.1.1.10,2025-05-12 10:07:33.205506,/users/settings,401,223,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.118,2025-05-12 10:07:33.314525,/users/profile,200,216,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.9,2025-05-12 10:07:33.580171,/auth/login,401,27,PostmanRuntime/7.36.0,1,credential_stuffing
192.168.1.1,2025-05-12 10:07:33.585429,/auth/login,401,50,Go-http-client/1.1,1,bruteforce
192.168.1.1,2025-05-12 10:07:33.793081,/auth/login,401,37,Go-http-client/1.1,1,bruteforce
10.0.1.172,2025-05-12 10:07:34.411526,/auth/register,200,126,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.8,2025-05-12 10:07:34.911358,/auth/register,401,38,custom-bot/1.0,1,credential_stuffing
192.168.1.1,2025-05-12 10:07:34.924990,/auth/login,200,35,Go-http-client/1.1,1,bruteforce
10.0.1.132,2025-05-12 10:07:35.531791,/security/blocked-ips,200,120,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.1.1.5,2025-05-12 10:07:35.557513,/analytics/summary,404,84,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.136,2025-05-12 10:07:35.980874,/security/blocked-ips,404,121,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.1,2025-05-12 10:07:36.240582,/auth/login,429,21,Go-http-client/1.1,1,bruteforce
10.1.1.3,2025-05-12 10:07:36.770397,/api/keys/generate,200,93,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.8,2025-05-12 10:07:36.836817,/auth/login,401,45,custom-bot/1.0,1,credential_stuffing
172.16.1.13,2025-05-12 10:07:37.855789,/users/settings,200,63,curl/7.88.1,1,scraper
10.0.1.26,2025-05-12 10:07:38.013463,/security/rate-limits,200,78,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.116,2025-05-12 10:07:38.127426,/security/rate-limits,404,80,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.21,2025-05-12 10:07:38.194314,/analytics/summary,200,269,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.126,2025-05-12 10:07:38.400382,/api/keys/generate,200,151,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.63,2025-05-12 10:07:38.736016,/auth/register,200,138,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.165,2025-05-12 10:07:39.216112,/auth/login,200,76,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.9,2025-05-12 10:07:39.984446,/auth/login,401,30,python-requests/2.31.0,1,credential_stuffing
10.0.1.57,2025-05-12 10:07:40.376584,/api/keys,200,152,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.1,2025-05-12 10:07:40.944755,/auth/login,429,25,Go-http-client/1.1,1,bruteforce
10.0.1.18,2025-05-12 10:07:40.989398,/analytics/requests,200,147,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.14,2025-05-12 10:07:41.189943,/auth/login,401,28,python-requests/2.31.0,1,bruteforce
10.0.1.1,2025-05-12 10:07:41.209078,/security/rate-limits,200,178,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.1,2025-05-12 10:07:41.664061,/security/blocked-ips,200,88,python-requests/2.31.0,0,normal
192.168.1.1,2025-05-12 10:07:41.734734,/auth/login,401,48,Go-http-client/1.1,1,bruteforce
203.0.1.9,2025-05-12 10:07:41.737278,/auth/login,401,58,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.0.1.23,2025-05-12 10:07:41.855731,/analytics/requests,200,257,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.9,2025-05-12 10:07:41.886420,/auth/login,401,64,PostmanRuntime/7.36.0,1,credential_stuffing
192.168.1.1,2025-05-12 10:07:42.564204,/auth/login,401,24,Go-http-client/1.1,1,bruteforce
10.0.1.160,2025-05-12 10:07:42.823940,/security/blocked-ips,200,188,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.152,2025-05-12 10:07:43.115490,/docs,200,159,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.9,2025-05-12 10:07:43.783213,/users/profile,429,47,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
10.0.1.162,2025-05-12 10:07:43.814023,/api/keys/generate,200,135,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.8,2025-05-12 10:07:44.173062,/auth/register,401,68,python-requests/2.31.0,1,credential_stuffing
10.1.1.2,2025-05-12 10:07:44.787475,/users/profile,200,156,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.91,2025-05-12 10:07:45.303920,/api/keys/generate,200,120,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.9,2025-05-12 10:07:46.176905,/auth/register,401,24,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,1,credential_stuffing
172.16.1.7,2025-05-12 10:07:46.447580,/users/settings,200,70,Scrapy/2.11.0,1,scraper
203.0.1.8,2025-05-12 10:07:46.476999,/auth/register,401,13,custom-bot/1.0,1,credential_stuffing
10.0.1.59,2025-05-12 10:07:47.021185,/docs,200,188,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.14,2025-05-12 10:07:47.695697,/analytics/summary,403,67,Go-http-client/1.1,1,scraper
10.0.1.2,2025-05-12 10:07:47.717419,/analytics/summary,200,98,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.1,2025-05-12 10:07:47.905094,/auth/login,401,52,Go-http-client/1.1,1,bruteforce
10.0.1.109,2025-05-12 10:07:48.299127,/analytics/summary,200,108,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.105,2025-05-12 10:07:49.683197,/api/keys/generate,200,177,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.8,2025-05-12 10:07:50.373354,/auth/register,429,39,python-requests/2.31.0,1,credential_stuffing
10.0.1.106,2025-05-12 10:07:50.413832,/auth/login,200,196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.8,2025-05-12 10:07:50.823032,/analytics/summary,200,55,custom-bot/1.0,1,scraper
10.1.1.1,2025-05-12 10:07:50.859576,/security/rate-limits,200,106,Go-http-client/1.1,0,normal
10.1.1.3,2025-05-12 10:07:51.041070,/users/profile,200,108,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.8,2025-05-12 10:07:51.090351,/auth/login,403,56,Java/17.0.1,1,credential_stuffing
192.168.1.1,2025-05-12 10:07:51.651108,/auth/login,401,42,Go-http-client/1.1,1,bruteforce
